Lab_No,Sex,Age,Town,Range,Section,Tag_Date,TB+
95-A-109,male,2.5,29N,03E,12,Q,Pos
B-2910,female,5.5,30N,05E,13,1996-11-29,Pos
F-0110,male,1.5,27N,07E,3,1997-10-01,Pos
7101,male,3.5,29N,06E,8,1998-11-29,Pos
F-2091,male,2.5,29N,04E,16,1997-11-16,Pos
F-2082,male,2.5,29N,04E,21,1997-11-19,Pos
B-2960,male,2.5,27N,07E,5,1996-11-15,Pos
542458,male,4.5,28N,05E,14,2017-11-27,Pos
B-1701,male,2.5,30N,05E,36,1996-11-16,Pos
B-848,male,2.5,29N,04E,3,1996-11-17,Pos
F-2231,male,3.5,29N,05E,10,1997-11-15,Pos
542503,female,4.5,29N,05E,30,2017-11-26,Pos
95-A-231,male,3.5,29N,05E,5,Q,Pos
B-913,female,2.5,29N,04E,10,1996-11-16,Pos
95-A-247,male,4.5,29N,05E,8,Q,Pos
95-A-126,male,5.5,29N,04E,23,Q,Pos
B-914,male,3.5,29N,04E,5,1996-11-16,Pos
6777,male,2.5,29N,04E,3,1998-12-12,Pos
F-2219 (F-2238),female,10.5,29N,05E,31,1997-11-21,Pos
F-0210,male,0.5,28N,03E,1,1997-10-18,Pos
95-A-24,male,3.5,29N,05E,17,Q,Pos
F-2889,male,2.5,27N,07E,4,1997-11-15,Pos
F-2561,male,2.5,27N,07E,8,1997-11-24,Pos
F-3586,female,4.5,28N,06E,5,1997-12-21,Pos
F-2339,male,2.5,29N,04E,17,1997-11-15,Pos
F-3121,male,2.5,27N,07E,5,1997-11-15,Pos
F-3119,male,3.5,29N,04E,14,1997-11-18,Pos
F-3118,Q,Q,28N,04E,19,1997-11-18,Pos
F-2731,male,3.5,29N,05E,7,1997-11-19,Pos
F-3188,female,6.5,28N,06E,35,1997-11-15,Pos
F-3146,female,3.5,29N,06E,3,1997-11-28,Pos
F-3098,male,3.5,28N,06E,11,1997-11-24,Pos
F-3413,male,2.5,28N,06E,18,1997-11-21,Pos
F-2240  (F-2946),male,2.5,30N,05E,24,1997-11-15,Pos
WDL_94-320,male,4.5,29N,05E,18,1994-11-22,Pos
WDL_76-50,female,9.5,28N,05E,25,1975-11-29,Pos
F-2750,male,2.5,30N,05E,25,1997-11-16,Pos
F-3011,female,5.5,28N,06E,9,1997-11-26,Pos
F-2410 (F-2203),male,4.5,28N,06E,24,1997-11-22,Pos
F-2626,female,4.5,30N,06E,9,1997-11-25,Pos
F-3479,male,3.5,29N,05E,19,1997-12-16,Pos
F-3425,male,2.5,31N,04E,36,1997-11-15,Pos
11932,male,3.5,27N,05E,7,1998-11-16,Pos
12005,male,2.5,28N,04E,14,1998-11-23,Pos
11283,male,3.5,29N,06E,28,11/  /98,Pos
11010,male,2.5,29N,04E,32,11/  /98,Pos
212501,male,2.5,28N,07E,20,2002-10-08,Pos
11001,male,3.5,29N,04E,32,1998-11-25,Pos
104901,male,2.5,27N,07E,19,2000-11-18,Pos
140761,male,2.5,28N,07E,32,Q,Pos
174989,male,2.5,29N,06E,12,2001-11-17,Pos
212763,male,2.5,28N,06E,2,2002-11-17,Pos
133117,male,1.5,27N,04E,8,2001-11-27,Pos
11644,male,2.5,28N,06E,30,11/  /98,Pos
127021,female,2.5,28N,04E,25,2001-10-14,Pos
134301,female,5.5,30N,06E,13,2000-11-21,Pos
14299,male,2.5,29N,05E,22,1998-11-09,Pos
11256,female,2.5,27N,05E,15,1998-11-17,Pos
104359,female,4.5,29N,04E,7,2000-11-15,Pos
14310,male,2.5,28N,07E,5,1998-11-28,Pos
141474,male,3.5,29N,04E,25,2000-11-30,Pos
10912,female,2.5,27N,07E,9,1998-11-09,Pos
205412,male,3.5,28N,06E,13,2002-12-02,Pos
209425,male,2.5,28N,07E,18,2002-11-18,Pos
109132,male,2.5,28N,07E,5,2000-11-17,Pos
178330,male,2,30N,04E,35,2001-09-22,Pos
102359,female,3.5,27N,06E,19,2000-11-19,Pos
112476,male,2.5,30N,05E,28,2000-11-27,Pos
16553,male,1.5,27N,06E,6,1999-11-21,Pos
207207,male,1.5,30N,04E,16,2007-12-19,Pos
116043,male,2.5,28N,06E,4,2000-11-17,Pos
117254,female,3.5,30N,05E,22,2001-12-17,Pos
174958,female,4.5,30N,05E,13,2001-11-15,Pos
16715,male,4.5,29N,04E,35,1999-11-20,Pos
117064,male,3.5,30N,05E,28,2001-11-23,Pos
1958,male,1.5,27N,05E,12,1998-10-03,Pos
208627,male,3.5,29N,05E,16,2002-11-15,Pos
11125 (5553),male,2.5,29N,05E,3,1998-11-16,Pos
102253,female,5.5,28N,05E,11,2000-10-14,Pos
11146 (11941),male,2.5,29N,06E,11,1998-11-16,Pos
120992,male,4.5,29N,04E,23,2001-12-15,Pos
173490,female,1.5,28N,04E,7,2001-11-27,Pos
13098,male,3.5,29N,06E,28,11/  /98,Pos
16737,male,2.5,28N,04E,15,1999-11-16,Pos
15163,female,4.5,29N,05E,36,1999-10-09,Pos
208640,male,3.5,29N,05E,7,2002-11-15,Pos
174852,male,3.5,28N,06E,2,2001-11-16,Pos
114980,male,3.5,29N,03E,13,2000-11-28,Pos
142052,female,1.5,28N,04E,35,Q,Pos
159713,male,1.5,27N,07E,32,2001-11-18,Pos
208698,female,2.5,29N,04E,26,2002-12-03,Pos
102301,male,3.5,28N,05E,36,2000-11-28,Pos
137573,female,4.5,29N,04E,32,Q,Pos
191619,female,5.5,28N,07E,29,2001-11-21,Pos
141041,male,6.5,29N,04E,26,2000-12-01,Pos
12028,male,1.5,30N,05E,15,1998-11-23,Pos
142140,male,0.5,30N,05E,23,2001-11-17,Pos
147,male,3.5,27N,07E,3,1998-11-24,Pos
208519,male,1.5,29N,04E,2,2002-11-18,Pos
208678,female,1.5,29N,04E,12,2002-12-03,Pos
119475,male,1.5,29N,04E,1,2001-11-20,Pos
16712,male,3.5,29N,04E,35,1999-11-20,Pos
1796,female,1.5,29N,04E,3,Q,Pos
208694,male,3.5,29N,05E,31,2002-12-03,Pos
102406,male,2.5,28N,07E,31,2000-11-19,Pos
186379,male,3.5,29N,05E,19,2001-11-26,Pos
11774 (11773),male,2.5,28N,06E,14,1998-11-23,Pos
134033,male,3.5,28N,06E,1,2000-11-18,Pos
116829,female,8.5,29N,04E,29,2000-10-17,Pos
16912,female,5.5,28N,04E,8,1999-11-19,Pos
200309,male,3.5,27N,07E,29,2002-11-19,Pos
203417,male,2.5,27N,06E,15,2007-11-26,Pos
133843,male,3.5,27N,07E,4,2001-11-16,Pos
138714,female,4.5,26N,07E,4,2001-10-22,Pos
10662,female,6.5,27N,05E,17,1998-10-02,Pos
105152,male,2.5,29N,04E,17,2000-11-17,Pos
14577,female,5.5,29N,06E,33,1998-12-13,Pos
102396,male,2.5,27N,07E,19,2000-11-26,Pos
186366,male,3.5,29N,05E,20,Q,Pos
10119,female,3.5,29N,05E,1,1998-10-18,Pos
186362,female,3.5,29N,05E,1,2001-11-26,Pos
1768,female,3.5,27N,05E,8,1998-11-18,Pos
147958,male,2.5,30N,07E,5,2001-11-17,Pos
16380,male,3.5,28N,06E,6,1999-11-19,Pos
147794,male,2.5,28N,06E,11,2001-11-17,Pos
147853,male,3.5,28N,06E,3,2001-11-17,Pos
200565,male,3.5,28N,05E,6,2014-11-18,Pos
11763,female,1.5,27N,07E,4,1998-11-23,Pos
201660,female,7.5,29N,05E,5,2006-11-20,Pos
104321,male,1.5,29N,04E,25,2000-11-21,Pos
16527,female,7.5,28N,07E,30,1999-11-21,Pos
13688,female,1.5,28N,03E,1,1998-11-17,Pos
13364,male,2.5,28N,04E,5,1998-11-19,Pos
11771,male,3.5,29N,05E,31,11/  /98,Pos
157541,male,3.5,27N,06E,13,2001-11-25,Pos
174729,female,5.5,31N,05E,31,2001-10-18,Pos
104317,male,2.5,29N,04E,25,2000-11-19,Pos
146454,male,2.5,28N,07E,5,2001-12-03,Pos
212862,male,1.5,30N,06E,22,2002-11-19,Pos
210977,female,3.5,27N,05E,10,2009-11-28,Pos
140680,female,2.5,29N,04E,14,2001-11-18,Pos
13510,female,4.5,29N,04E,16,1998-12-10,Pos
208919,male,2.5,29N,06E,2,2003-11-28,Pos
133771,male,1.5,28N,07E,30,2001-11-18,Pos
233422,male,2.5,31N,06E,36,2003-11-19,Neg
232748,female,3.5,31N,05E,35,2006-10-10,Neg
233421,male,2.5,31N,06E,36,2003-11-19,Neg
233420,male,1.5,31N,06E,36,2003-11-19,Neg
233419,male,1.5,30N,06E,1,2003-11-19,Neg
233418,male,1.5,30N,06E,1,2003-11-19,Neg
233440,male,3.5,29N,06E,13,2005-11-20,Neg
233023,male,1.5,30N,04E,9,2003-11-16,Neg
233441,male,3.5,29N,06E,13,2005-11-20,Neg
233439,male,2.5,29N,06E,13,2005-11-20,Neg
233417,male,3.5,30N,06E,1,2003-11-19,Neg
233455,male,1.5,30N,07E,7,2003-11-19,Neg
233017,female,1.5,30N,06E,25,2003-11-16,Neg
233395,male,1.5,29N,05E,14,2003-11-19,Neg
233389,male,2.5,27N,07E,9,2003-11-19,Neg
233388,male,2.5,30N,05E,14,2003-11-19,Neg
233387,male,2.5,29N,04E,16,2003-11-19,Neg
233384,male,2.5,29N,07E,16,2003-11-18,Neg
233383,male,1.5,29N,07E,33,2003-11-18,Neg
233382,male,1.5,29N,07E,33,2003-11-18,Neg
233381,male,1.5,30N,07E,5,2003-11-18,Neg
233377,male,1.5,28N,05E,4,2003-11-18,Neg
233375,female,4.5,28N,07E,17,2003-11-18,Neg
233373,male,1.5,31N,05E,29,2003-11-18,Neg
233410,male,1.5,30N,06E,33,2003-11-18,Neg
233538,female,2.5,28N,07E,20,2003-10-10,Neg
233526,male,1.5,30N,06E,8,2003-10-07,Neg
233527,female,4.5,28N,06E,8,2003-10-07,Neg
233528,female,1.5,28N,07E,21,2003-10-07,Neg
233530,female,2.5,31N,06E,23,2003-10-07,Neg
233535,female,2.5,29N,06E,2,2003-10-07,Neg
233536,female,1.5,29N,07E,30,2003-10-09,Neg
231996,male,1.5,31N,05E,35,2003-10-25,Neg
233477,male,1.5,29N,06E,8,2003-11-24,Neg
231995,male,1.5,31N,05E,35,2003-10-25,Neg
233513,male,1.5,29N,06E,18,2003-10-04,Neg
233539,male,1.5,28N,07E,20,2003-10-10,Neg
233541,male,1.5,30N,07E,8,2003-10-10,Neg
233543,male,1.5,29N,06E,3,2003-10-10,Neg
233544,male,1.5,28N,05E,4,2003-10-10,Neg
233545,male,1.5,28N,05E,4,2003-10-10,Neg
233556,female,1.5,30N,06E,17,2003-10-12,Neg
233557,male,1.5,30N,06E,5,2003-10-12,Neg
233558,female,4.5,30N,07E,32,2003-10-12,Neg
233537,male,1.5,30N,07E,32,2003-10-10,Neg
233506,male,1,28N,07E,13,2003-09-28,Neg
233370,male,3.5,29N,05E,5,2003-11-18,Neg
232736,female,3.5,27N,06E,16,2005-01-06,Neg
233125,male,5.5,30N,05E,32,2003-11-24,Neg
232735,female,8.5,27N,06E,17,2005-01-06,Neg
233478,male,3.5,29N,06E,8,2003-11-24,Neg
233480,female,3.5,28N,07E,1,2003-11-24,Neg
232734,female,7.5,27N,06E,17,2005-01-06,Neg
233483,male,1.5,29N,06E,5,2003-11-25,Neg
233524,male,1.5,30N,06E,7,2003-10-06,Neg
233499,male,2.5,30N,05E,22,2003-11-26,Neg
233522,male,1.5,29N,05E,24,2003-10-05,Neg
233507,male,2.5,30N,07E,20,2003-10-03,Neg
233509,male,1.5,31N,06E,22,2003-10-03,Neg
2322,male,1.5,28N,06E,2,1998-11-22,Neg
232022,female,8.5,29N,04E,24,2011-11-22,Neg
233511,male,1.5,30N,07E,7,2003-10-03,Neg
232005,female,2,29N,07E,32,2008-09-29,Neg
233512,male,1.5,27N,05E,26,2003-10-03,Neg
232747,female,3.5,31N,05E,35,2006-10-10,Neg
233498,male,4.5,30N,07E,8,2003-11-25,Neg
233291,male,3.5,30N,06E,22,2003-11-18,Neg
233357,female,2.5,29N,07E,28,2003-11-18,Neg
233268,male,1.5,29N,04E,9,2003-11-17,Neg
233269,male,2.5,27N,05E,1,2003-11-17,Neg
233204,male,1.5,29N,05E,3,2003-11-17,Neg
233201,male,1.5,30N,06E,25,2003-11-17,Neg
233273,female,3.5,31N,05E,26,2003-11-17,Neg
233283,male,1.5,30N,03E,13,2003-11-18,Neg
233205,male,1.5,29N,05E,3,2003-11-17,Neg
233288,male,2.5,29N,06E,20,2003-11-17,Neg
233262,male,1.5,29N,06E,4,2003-11-18,Neg
233292,male,1.5,30N,06E,12,2003-11-18,Neg
2333 (2334),male,1.5,31N,05E,31,1998-11-23,Neg
233197,female,3.5,30N,05E,35,2003-11-17,Neg
233301,male,2.5,29N,06E,5,2003-11-17,Neg
233308,female,1.5,29N,06E,18,2003-11-17,Neg
233196,male,2.5,28N,03E,13,2003-11-17,Neg
233312,male,3.5,28N,04E,2,2003-11-17,Neg
233199,male,1.5,30N,06E,5,2003-11-17,Neg
233240,male,2.5,28N,07E,34,2003-11-17,Neg
233217,female,1.5,30N,05E,1,2003-11-17,Neg
233218,female,2.5,30N,07E,7,2003-11-17,Neg
233222,male,2.5,28N,06E,23,2003-11-17,Neg
233224,male,3.5,30N,05E,22,2003-11-17,Neg
233225,male,2.5,27N,05E,36,2003-11-17,Neg
233229,male,1.5,29N,04E,9,2003-11-17,Neg
233230,male,1.5,31N,05E,26,2003-11-17,Neg
233265,male,1.5,30N,06E,13,2003-11-18,Neg
233238,male,1.5,30N,07E,28,2003-11-18,Neg
233314,male,4.5,28N,04E,2,2003-11-17,Neg
233241,male,1.5,29N,06E,3,2003-11-17,Neg
233243,female,4.5,30N,06E,11,2003-11-18,Neg
233244,male,1.5,30N,06E,2,2003-11-18,Neg
233246,female,5.5,31N,07E,31,2003-11-17,Neg
233249,male,1.5,29N,06E,1,2003-11-17,Neg
233255,male,1.5,30N,06E,15,2003-11-18,Neg
233259,male,2.5,28N,06E,36,2003-11-18,Neg
233214,male,1.5,29N,05E,25,2003-11-17,Neg
233351,male,1.5,30N,07E,6,2003-11-18,Neg
233339,female,2.5,29N,06E,5,2003-11-18,Neg
233340,female,5.5,31N,06E,27,2003-11-18,Neg
233341,male,1.5,29N,06E,27,2003-11-18,Neg
233168,male,4.5,29N,05E,25,2003-11-24,Neg
233127,male,2.5,30N,05E,32,2003-11-24,Neg
233342,male,3.5,29N,06E,27,2003-11-18,Neg
233349,male,2.5,29N,04E,9,2003-11-18,Neg
233195,male,0.5,28N,08E,19,2003-11-17,Neg
233126,male,3.5,30N,05E,32,2003-11-24,Neg
233330,male,2.5,30N,06E,26,2003-11-18,Neg
233352,female,4.5,30N,07E,8,2003-11-18,Neg
233215,female,4.5,30N,06E,32,2003-11-17,Neg
233086,male,1.5,30N,04E,26,2003-11-17,Neg
233324,male,1.5,30N,07E,32,2003-11-17,Neg
233065,male,2.5,30N,04E,29,2003-11-16,Neg
233362,male,1.5,30N,07E,6,2003-11-18,Neg
233064,female,2.5,30N,04E,29,2003-11-16,Neg
233350,male,2.5,30N,07E,6,2003-11-18,Neg
233180,male,1.5,30N,06E,13,2003-11-17,Neg
233367,male,1.5,30N,03E,13,2003-11-18,Neg
233319,male,1.5,30N,05E,25,2003-11-17,Neg
233320,male,2.5,30N,05E,25,2003-11-17,Neg
233187,male,1.5,31N,06E,23,2003-11-17,Neg
233186,male,2.5,30N,06E,8,2003-11-17,Neg
233182,male,3.5,30N,06E,13,2003-11-17,Neg
233321,female,2.5,28N,07E,5,2003-11-17,Neg
233338,male,3.5,29N,06E,5,2003-11-18,Neg
233181,male,3.5,30N,07E,5,2003-11-17,Neg
233334,male,2.5,31N,05E,28,2003-11-18,Neg
233323,male,1.5,28N,05E,7,2003-11-17,Neg
233179,male,1.5,30N,06E,22,2003-11-17,Neg
233325,male,1.5,30N,06E,9,2003-11-18,Neg
233327,male,2.5,30N,05E,34,2003-11-18,Neg
233328,male,2.5,30N,05E,34,2003-11-18,Neg
233169,male,4.5,29N,05E,25,2003-12-22,Neg
233329,male,3.5,30N,05E,34,2003-11-18,Neg
233313,male,3.5,28N,04E,2,2003-11-17,Neg
233322,female,2.5,29N,04E,8,2003-11-17,Neg
235216,male,1.5,27N,07E,9,2003-11-17,Neg
235318,male,2.5,27N,07E,11,2004-11-20,Neg
235132,male,2.5,27N,05E,10,2003-11-17,Neg
235134,female,3.5,29N,06E,2,2003-11-17,Neg
235138,male,1.5,27N,07E,25,2003-11-17,Neg
235144,male,2.5,27N,07E,35,2003-11-17,Neg
235147,female,4.5,27N,07E,31,2003-11-16,Neg
235181,male,2.5,27N,08E,6,2003-11-17,Neg
235189,male,1.5,27N,07E,21,2003-11-17,Neg
235130,male,1.5,27N,05E,10,2003-11-17,Neg
235213,male,1.5,27N,07E,9,2003-11-17,Neg
235129,male,1.5,27N,05E,10,2003-11-17,Neg
235217,male,2.5,27N,07E,19,2003-11-17,Neg
235218,male,3.5,27N,07E,12,2003-11-17,Neg
235227,male,1.5,26N,07E,11,2003-11-16,Neg
235251,male,2.5,27N,07E,10,2003-11-26,Neg
235256,male,1.5,28N,07E,20,2003-11-26,Neg
235280,male,1.5,27N,07E,35,2003-11-30,Neg
235283,female,2.5,26N,07E,10,2003-12-01,Neg
235285,male,3.5,28N,07E,5,2003-12-01,Neg
235019,male,2.5,27N,07E,9,2003-11-18,Neg
235200,female,5.5,27N,07E,11,2003-11-16,Neg
235061,female,2.5,27N,07E,23,2003-11-18,Neg
233589,female,3.5,29N,05E,29,2003-12-02,Neg
235024,male,2.5,27N,07E,10,2003-11-19,Neg
235027,female,3.5,27N,07E,36,2003-10-19,Neg
235032,female,2.5,27N,07E,23,2003-10-19,Neg
234601,male,3.5,29N,05E,22,2003-11-24,Neg
234657,female,2.5,28N,03E,35,2003-11-18,Neg
23478,male,3.5,29N,04E,32,1999-11-22,Neg
2348,female,4.5,29N,04E,25,1998-11-24,Neg
235131,female,1.5,27N,05E,10,2003-11-17,Neg
235060,female,3.5,27N,07E,23,2003-11-18,Neg
235322,female,2.5,26N,07E,3,2004-11-21,Neg
235069,male,2.5,27N,05E,13,2003-11-18,Neg
235075,male,2.5,26N,07E,12,2003-11-15,Neg
235076,male,2.5,26N,07E,12,2003-11-15,Neg
235085,male,2.5,27N,07E,4,2003-11-15,Neg
235096,female,5.5,27N,07E,10,2003-11-16,Neg
235105,male,2.5,27N,07E,28,2004-11-20,Neg
235123,female,3.5,27N,07E,28,2004-11-21,Neg
235124,female,3.5,27N,07E,28,2004-11-21,Neg
235128,male,1.5,27N,07E,12,2003-11-17,Neg
235043,male,1.5,27N,06E,3,2003-11-03,Neg
235521,male,1.5,27N,05E,13,2003-11-20,Neg
235291,male,2.5,27N,07E,21,2003-12-01,Neg
235450,male,1.5,27N,07E,10,2003-11-19,Neg
235453,male,2.5,27N,07E,33,2003-11-19,Neg
235478,male,3.5,27N,07E,28,2003-11-19,Neg
235482,male,1.5,29N,06E,35,2003-11-19,Neg
235483,female,2.5,26N,06E,9,2003-11-19,Neg
235486,male,1.5,27N,07E,12,2003-11-19,Neg
235501,male,1.5,28N,04E,2,2003-11-19,Neg
235432,male,1.5,27N,07E,15,2003-11-21,Neg
235511,female,1.5,30N,05E,6,2003-11-20,Neg
235430,male,1.5,27N,07E,15,2003-11-21,Neg
235531,male,2.5,30N,04E,35,2003-11-25,Neg
235532,female,5.5,27N,03E,12,2003-11-26,Neg
235535,male,1.5,27N,04E,2,2003-11-26,Neg
235542,female,1.5,30N,05E,13,2003-11-28,Neg
235548,male,1.5,27N,04E,1,2003-11-28,Neg
235559,female,4.5,27N,07E,36,2003-12-15,Neg
235564,female,3.5,28N,08E,7,2003-12-21,Neg
235569,female,1.5,27N,06E,19,2003-12-27,Neg
235571,female,1.5,26N,07E,9,2003-12-27,Neg
235502,female,3.5,28N,04E,1,2003-11-19,Neg
235379,female,1.5,28N,07E,12,2003-11-23,Neg
235328,male,1.5,28N,07E,34,2003-11-28,Neg
235332,female,1.5,27N,07E,31,2003-11-28,Neg
235342,female,1.5,27N,07E,36,2003-11-29,Neg
235349,female,2.5,29N,06E,35,2003-11-30,Neg
235354,male,1.5,27N,06E,12,2003-11-24,Neg
235355,male,2.5,27N,06E,13,2003-11-24,Neg
235364,male,1.5,27N,07E,2,2003-11-25,Neg
235365,male,1.5,27N,07E,12,2003-11-25,Neg
235440,female,1.5,27N,07E,36,2003-11-21,Neg
235372,male,1.5,27N,06E,36,2003-11-25,Neg
235012,male,2.5,27N,07E,10,2003-11-18,Neg
235388,female,2.5,26N,06E,1,2003-11-23,Neg
235390,male,2.5,27N,07E,20,2003-11-23,Neg
235391,male,1.5,27N,07E,20,2003-11-23,Neg
235392,male,2.5,27N,07E,20,2003-11-23,Neg
235393,female,5.5,27N,07E,11,2003-11-23,Neg
235399,female,1.5,28N,07E,12,2003-11-23,Neg
235407,male,2.5,26N,07E,10,2003-11-22,Neg
235409,male,2.5,26N,07E,4,2003-11-22,Neg
235429,female,1.5,28N,07E,12,2003-11-21,Neg
235369,male,1.5,27N,07E,27,2003-11-25,Neg
233605,male,4.5,29N,05E,18,2003-12-02,Neg
233619,female,3.5,29N,04E,26,2003-12-02,Neg
233593,female,3.5,29N,05E,4,2003-12-02,Neg
233594,male,2.5,29N,04E,23,2003-12-22,Neg
233595,male,1.5,29N,04E,12,2003-12-02,Neg
233596,female,2.5,29N,04E,12,2003-11-17,Neg
233597,female,1.5,29N,05E,4,2003-12-02,Neg
233598,female,3.5,29N,04E,2,2003-12-02,Neg
233601,male,0.5,29N,05E,8,2003-12-02,Neg
233591,female,1.5,29N,05E,20,2003-12-02,Neg
233603,female,9.5,29N,05E,18,2003-12-02,Neg
231890,female,4.5,26N,06E,9,2010-11-16,Neg
233607,female,5.5,29N,05E,4,2003-12-02,Neg
233609,male,4.5,29N,05E,6,2003-12-02,Neg
233612,male,3.5,29N,04E,23,2003-12-02,Neg
233613,male,2.5,29N,05E,17,2003-12-02,Neg
233614,female,1.5,29N,04E,24,2003-12-02,Neg
233615,male,2.5,29N,04E,35,2003-12-02,Neg
233616,male,3.5,29N,04E,14,2003-12-02,Neg
233617,female,3.5,29N,05E,29,2003-12-02,Neg
235020,male,2.5,27N,07E,9,2003-11-18,Neg
233602,female,2.5,29N,04E,12,2003-12-02,Neg
233580,female,3.5,29N,05E,6,2003-12-02,Neg
233565,female,2.5,29N,05E,12,2003-10-13,Neg
233566,male,1.5,29N,05E,12,2003-10-13,Neg
233568,female,2.5,30N,06E,7,2003-10-13,Neg
233569,female,4.5,30N,06E,23,2003-10-13,Neg
233573,female,4.5,29N,05E,19,2003-10-13,Neg
233574,male,1.5,28N,06E,1,2003-10-13,Neg
233575,female,3.5,29N,05E,16,2003-12-02,Neg
233577,male,3.5,29N,05E,9,2003-12-22,Neg
233592,female,2.5,29N,05E,7,2003-12-02,Neg
233579,female,3.5,29N,05E,7,2003-12-02,Neg
233620,female,1.5,29N,05E,4,2003-12-02,Neg
233582,female,4.5,29N,04E,35,2003-12-02,Neg
233583,male,0.5,29N,04E,25,2003-12-02,Neg
233584,female,3.5,29N,04E,35,2003-12-02,Neg
233585,male,2.5,29N,04E,35,2003-12-02,Neg
233586,female,0.5,29N,04E,25,2003-12-02,Neg
233587,male,2.5,29N,05E,29,2003-12-22,Neg
233588,female,5.5,29N,05E,29,2003-12-02,Neg
231981,male,2.5,28N,06E,8,2003-10-20,Neg
233590,female,0.5,29N,05E,20,2003-12-02,Neg
233578,female,4.5,29N,05E,5,2003-12-02,Neg
233854,female,2.5,27N,07E,4,2003-11-17,Neg
233618,female,1.5,29N,04E,35,2003-12-02,Neg
233668,male,2.5,29N,05E,16,2003-12-22,Neg
233669,female,8.5,29N,04E,31,2003-12-02,Neg
233670,male,2.5,29N,05E,30,2003-12-02,Neg
233671,male,2.5,29N,04E,27,2003-12-02,Neg
233672,female,3.5,29N,04E,35,2003-12-02,Neg
233673,male,2.5,29N,05E,21,2003-12-22,Neg
233674,male,4.5,29N,05E,21,2003-11-27,Neg
233666,male,2.5,29N,04E,14,2003-12-22,Neg
233731,female,4.5,30N,04E,23,2003-11-21,Neg
233665,male,3.5,29N,05E,30,2003-12-22,Neg
233871,female,1.5,29N,04E,8,2003-11-19,Neg
233873,male,1.5,30N,04E,1,2003-11-19,Neg
233877,male,2.5,30N,04E,29,2003-11-17,Neg
233897,male,1.5,30N,03E,25,2003-11-15,Neg
233900,male,2.5,29N,04E,10,2003-11-17,Neg
233973,male,1.5,30N,04E,20,2003-11-18,Neg
233977,female,3.5,30N,05E,9,2003-11-18,Neg
235002,male,2.5,27N,07E,21,2003-11-16,Neg
235009,female,4.5,28N,08E,19,2003-11-18,Neg
23370,male,1.5,30N,04E,16,1999-11-23,Neg
233655,female,2.5,29N,05E,31,2003-12-02,Neg
233621,female,4.5,29N,04E,25,2003-12-02,Neg
233622,female,0.5,29N,04E,35,2003-12-02,Neg
233623,female,4.5,29N,04E,35,2003-12-02,Neg
233624,male,2.5,29N,04E,12,2003-12-02,Neg
233640,female,1.5,29N,03E,25,2003-11-19,Neg
233650,male,3.5,29N,05E,8,2003-12-02,Neg
233651,female,1.5,29N,05E,8,2003-12-02,Neg
233652,female,0.5,29N,04E,12,2003-12-02,Neg
233667,male,2.5,29N,05E,4,2003-12-02,Neg
233654,female,4.5,29N,04E,26,2003-12-02,Neg
233559,female,3.5,29N,05E,24,2003-10-12,Neg
233656,male,2.5,29N,05E,18,2003-12-02,Neg
233657,male,3.5,29N,04E,25,2003-12-02,Neg
233658,male,4.5,29N,04E,23,2003-12-02,Neg
233659,female,3.5,29N,04E,26,2003-12-02,Neg
233660,female,1.5,29N,05E,18,2003-12-02,Neg
233661,female,0.5,29N,05E,17,2003-12-02,Neg
233662,female,9.5,29N,05E,17,2003-12-02,Neg
233663,female,0.5,29N,05E,7,2003-12-02,Neg
233664,female,1.5,29N,04E,23,2003-12-02,Neg
233653,male,0.5,29N,04E,12,2003-12-02,Neg
230869,male,1.5,29N,05E,35,2006-11-18,Neg
231892,male,1.5,26N,07E,8,2010-11-17,Neg
230858,male,2.5,30N,06E,26,2006-11-18,Neg
230859,male,1.5,27N,05E,9,2006-11-18,Neg
230860,male,1.5,27N,05E,9,2006-11-18,Neg
230861,male,1.5,27N,05E,9,2006-11-18,Neg
230862,male,3.5,27N,05E,9,2006-11-18,Neg
230863,male,1.5,29N,05E,27,2006-11-18,Neg
230864,male,1.5,27N,06E,18,2006-11-18,Neg
230855,male,1.5,28N,06E,20,2006-11-18,Neg
230866,female,4.5,29N,05E,3,2006-11-18,Neg
230854,male,2.5,28N,06E,20,2006-11-18,Neg
230870,male,4.5,29N,05E,35,2006-11-18,Neg
230871,male,4.5,29N,05E,35,2006-11-18,Neg
230872,male,2.5,29N,05E,35,2006-11-18,Neg
230873,female,4.5,29N,05E,35,2006-11-18,Neg
230875,male,1.5,27N,06E,2,2006-11-17,Neg
230879,male,1.5,27N,05E,8,2006-11-18,Neg
230881,male,1.5,28N,06E,34,2006-11-18,Neg
230884,male,1.5,28N,05E,32,2006-11-18,Neg
230885,male,1.5,28N,05E,17,2006-11-18,Neg
230865,male,1.5,27N,06E,18,2006-11-18,Neg
230837,female,3.5,29N,05E,33,2006-11-18,Neg
230824,male,3.5,28N,07E,28,2006-11-17,Neg
230825,female,2.5,28N,06E,26,2006-11-18,Neg
230826,male,1.5,28N,06E,26,2006-11-18,Neg
230827,female,2.5,28N,06E,26,2006-11-18,Neg
230829,female,1.5,28N,06E,26,2006-11-18,Neg
230830,male,1.5,27N,06E,22,2006-11-18,Neg
230831,male,1.5,27N,06E,22,2006-11-18,Neg
230832,male,2.5,28N,04E,12,2006-11-18,Neg
230856,male,1.5,30N,06E,15,2006-11-18,Neg
230836,male,3.5,27N,05E,24,2006-11-18,Neg
